DATAFLOW,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,EXRATE,STATISTICAL_MEASURES,TRANSFORMATION,DERIVATION_TYPE,OVERLAP,IFS_FLAG,STATUS,DOI,FULL_DESCRIPTION,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1992-Q3,25.23912733849973,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1992-Q4,25.38746142022023,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1993-Q1,25.47779520931293,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1993-Q2,25.2182272330528,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1993-Q3,25.2277272809832,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1993-Q4,25.3546945882357,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1994-Q1,25.40019481779713,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1994-Q2,25.19692712558777,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1994-Q3,24.99122608776817,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1994-Q4,25.01145952318487,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1995-Q1,24.9513592199619,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1995-Q2,24.62989093139727,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1995-Q3,24.93745914983217,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1995-Q4,25.1419935150989,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1996-Q1,25.25572742225183,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1996-Q2,25.2999609787559,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1996-Q3,25.3274277840003,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1996-Q4,25.48761525885787,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1997-Q1,25.86151047859783,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1997-Q2,25.89982733858377,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1997-Q3,33.03433333333333,0,,,,,,R,OL,true,T,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1997-Q4,40.66166666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1998-Q1,47.09393333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1998-Q2,40.33066666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1998-Q3,41.05866666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1998-Q4,36.95428333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1999-Q1,37.06409333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1999-Q2,37.14966666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1999-Q3,38.26753,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,1999-Q4,38.77333333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2000-Q1,37.59783333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2000-Q2,38.61043666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2000-Q3,40.93782,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2000-Q4,43.30112333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2001-Q1,43.1703,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2001-Q2,45.35003333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2001-Q3,44.906,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2001-Q4,44.30126666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2002-Q1,43.70143333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2002-Q2,42.75056666666667,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2002-Q3,42.0182,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
IMF.STA:ER(4.0.1),THA,XDC_USD,PA_RT,Q,2002-Q4,43.37013333333333,0,,,,,,R,OL,true,,,"This dataset contains historical exchange rate data between the US Dollar, Special Drawing Rights (SDR), Euro, and various national currencies. It includes both period average and end-of-period exchange rates.",IMF,STA,help@data.imf.org,,"F31_ER,IFS",,,EN,2026-05-24T05:25:24.875047Z,2026-05-24T05:25:24.920896600Z,,,PUBLIC_OPEN,,PUB,,,,,,,
